,time,x,y
0,0.0,-0.5240563154220581,-0.1512322574853897
1,0.2,0.00044996984070166945,3.7972367863403633e-06
2,0.4,0.0006639002822339535,-0.0005774479359388351
3,0.6000000000000001,0.0005162840243428946,0.00016160558152478188
4,0.8,-0.0011538479011505842,-0.00013517426850739866
5,1.0,-0.0015827784081920981,0.00042305694660171866
6,1.2000000000000002,-0.004683102946728468,-0.0007936790934763849
7,1.4000000000000001,-0.004295244347304106,-0.0008326041279360652
8,1.6,-0.004365644417703152,0.0002727269602473825
9,1.8,-0.005753587931394577,0.0019901900086551905
10,2.0,-0.005037214141339064,0.002439768286421895
11,2.2,-0.005404803901910782,0.002658190904185176
12,2.4000000000000004,-0.00438156770542264,-0.004280567169189453
13,2.6,-0.03193506971001625,-0.08718965947628021
14,2.8000000000000003,-0.08234196156263351,-0.12303593754768372
15,3.0,0.017922798171639442,0.022455157712101936
16,3.2,0.11993087083101273,0.07059798389673233
17,3.4000000000000004,0.060339391231536865,-0.017150381579995155
18,3.6,-0.0064912475645542145,-0.08040111511945724
19,3.8000000000000003,-0.02994627133011818,-0.09576192498207092
20,4.0,-0.02792649157345295,-0.09260927140712738
21,4.2,-0.019352471455931664,-0.08779814094305038
22,4.4,-0.013241918757557869,-0.08974903076887131
23,4.6000000000000005,-0.017758077010512352,-0.09124723821878433
24,4.800000000000001,-0.013043370097875595,-0.09316723793745041
25,5.0,-0.01888655684888363,-0.10163572430610657
26,5.2,-0.005465318914502859,-0.0794428288936615
27,5.4,0.007910446263849735,-0.06131339073181152
28,5.6000000000000005,0.02822101302444935,-0.04244134575128555
29,5.800000000000001,0.05547025799751282,-0.032977957278490067
30,6.0,0.07777909934520721,-0.02732321061193943
31,6.2,0.12425191700458527,-0.02629765123128891
32,6.4,0.1732407659292221,-0.019140230491757393
33,6.6000000000000005,0.2070970982313156,-0.012196926400065422
34,6.800000000000001,0.24556894600391388,-0.008626909926533699
35,7.0,0.2678448557853699,-0.003631632775068283
36,7.2,0.3084128201007843,-0.0004006722883787006
37,7.4,0.348446786403656,0.007211282383650541
38,7.6000000000000005,0.3921220302581787,0.0036728084087371826
39,7.800000000000001,0.4384554624557495,0.007271239068359137
40,8.0,0.4770849049091339,0.010381728410720825
41,8.200000000000001,0.5149179100990295,0.01812887378036976
42,8.4,0.5496604442596436,0.016466986387968063
43,8.6,0.5889535546302795,0.012582706287503242
44,8.8,0.6193423271179199,0.016857905313372612
45,9.0,0.654487669467926,0.01638108864426613
46,9.200000000000001,0.697481095790863,0.019366327673196793
47,9.4,0.7243680953979492,0.023765914142131805
48,9.600000000000001,0.7622049450874329,0.023576103150844574
49,9.8,0.8036259412765503,0.01899300515651703
50,10.0,0.8465569615364075,0.014141576364636421
51,10.200000000000001,0.8945592641830444,0.009368523955345154
52,10.4,0.9354904890060425,0.00551562337204814
53,10.600000000000001,0.9745103120803833,0.002433219226077199
54,10.8,1.0122431516647339,-0.001957538304850459
55,11.0,1.0454047918319702,-0.003787064226344228
56,11.200000000000001,1.060632348060608,-0.007346245925873518
57,11.4,1.0645776987075806,-0.008821073919534683
58,11.600000000000001,1.0621473789215088,-0.007183188106864691
59,11.8,1.0628247261047363,-0.009919962845742702
60,12.0,1.0659255981445312,-0.008817250840365887
61,12.200000000000001,1.0704922676086426,-0.008754526264965534
62,12.4,1.0719112157821655,-0.009056742303073406
63,12.600000000000001,1.07723069190979,-0.00817615631967783
64,12.8,1.081440806388855,-0.008997301571071148
65,13.0,1.0787080526351929,-0.00573238218203187
66,13.200000000000001,1.1033693552017212,-0.011990639381110668
67,13.4,1.1034440994262695,-0.012364323250949383
68,13.600000000000001,1.1181814670562744,-0.02332651987671852
69,13.8,1.1044930219650269,-0.0223457682877779
70,14.0,1.0899615287780762,-0.022471925243735313
71,14.200000000000001,1.0765806436538696,-0.021878471598029137
72,14.4,1.1301639080047607,0.0054421694949269295
73,14.600000000000001,1.1847790479660034,0.01928357034921646
74,14.8,1.2222797870635986,0.05308229476213455
75,15.0,1.2464481592178345,0.08390530198812485
76,15.200000000000001,1.2575955390930176,0.10212577134370804
77,15.4,1.2901307344436646,0.13876381516456604
78,15.600000000000001,1.2882970571517944,0.155710369348526
79,15.8,1.2854232788085938,0.1732862889766693
80,16.0,1.2839471101760864,0.19086438417434692
81,16.2,1.275122046470642,0.19928723573684692
82,16.400000000000002,1.2715673446655273,0.20402586460113525
83,16.6,1.2616411447525024,0.21502526104450226
84,16.8,1.2497601509094238,0.2266252189874649
85,17.0,1.2460695505142212,0.23190200328826904
86,17.2,1.2385510206222534,0.23585213720798492
87,17.400000000000002,1.2252365350723267,0.24331901967525482
88,17.6,1.2105798721313477,0.2581464648246765
89,17.8,1.1811447143554688,0.25472337007522583
90,18.0,1.1559252738952637,0.23561930656433105
91,18.2,1.094132661819458,0.22375234961509705
92,18.400000000000002,1.0474382638931274,0.21217244863510132
93,18.6,1.0165051221847534,0.21251514554023743
94,18.8,0.9981648921966553,0.19429638981819153
95,19.0,0.9750494956970215,0.1824953407049179
96,19.200000000000003,0.9431231021881104,0.17610663175582886
97,19.400000000000002,0.9058886170387268,0.1704254448413849
98,19.6,0.8606100082397461,0.16821356117725372
99,19.8,0.8184962272644043,0.165768563747406
100,20.0,0.7833070158958435,0.16878214478492737
101,20.200000000000003,0.7669406533241272,0.17292465269565582
102,20.400000000000002,0.72486412525177,0.1742802858352661
103,20.6,0.731456995010376,0.17256247997283936
104,20.8,0.743274986743927,0.16687187552452087
105,21.0,0.7436778545379639,0.16745850443840027
106,21.200000000000003,0.7402728796005249,0.16972628235816956
107,21.400000000000002,0.7338755130767822,0.16080385446548462
108,21.6,0.7325043082237244,0.1691209226846695
109,21.8,0.7305853962898254,0.18122488260269165
110,22.0,0.7307220697402954,0.1893484890460968
111,22.200000000000003,0.7272782921791077,0.18506555259227753
112,22.400000000000002,0.7416067719459534,0.2056213766336441
113,22.6,0.8190738558769226,0.2786541283130646
114,22.8,0.9259743094444275,0.4179770052433014
115,23.0,0.9114655256271362,0.45948633551597595
116,23.200000000000003,0.7912666201591492,0.366007536649704
117,23.400000000000002,0.7972217202186584,0.3386295735836029
118,23.6,0.8606427907943726,0.34449461102485657
119,23.8,0.8970146775245667,0.3528859317302704
120,24.0,0.9090374708175659,0.3802642226219177
121,24.200000000000003,0.8712087273597717,0.3377700746059418
122,24.400000000000002,0.8375200033187866,0.27659380435943604
123,24.6,0.8128471374511719,0.22328166663646698
124,24.8,0.8109678626060486,0.17831848561763763
125,25.0,0.7993583083152771,0.15079809725284576
126,25.200000000000003,0.8126338124275208,0.16219784319400787
127,25.400000000000002,0.8058736324310303,0.1262289136648178
128,25.6,0.79022216796875,0.12084130197763443
129,25.8,0.7686251401901245,0.11671160906553268
130,26.0,0.685546875,0.3587053716182709
131,26.200000000000003,0.6516915559768677,0.21718071401119232
132,26.400000000000002,0.6983729600906372,0.07541230320930481
133,26.6,0.7937511801719666,-0.042964398860931396
134,26.8,0.8208903670310974,-0.04398234561085701
135,27.0,0.7940026521682739,-0.06041295826435089
136,27.200000000000003,0.7844786047935486,-0.08262712508440018
137,27.400000000000002,0.7885577082633972,-0.09445817768573761
138,27.6,0.8012771010398865,-0.09901048243045807
139,27.8,0.8187040686607361,-0.09540626406669617
140,28.0,0.8288248181343079,-0.07049602270126343
141,28.200000000000003,0.8541122078895569,-0.026145920157432556
142,28.400000000000002,0.9682462811470032,-0.013516785576939583
143,28.6,1.0142714977264404,0.032322198152542114
144,28.8,0.8714260458946228,-0.1393805295228958
145,29.0,0.8096661567687988,-0.05505642667412758
146,29.200000000000003,0.8124357461929321,0.004195240326225758
147,29.400000000000002,0.8178244829177856,0.028976336121559143
148,29.6,0.7963084578514099,0.06577058136463165
149,29.8,0.7980332374572754,0.11258060485124588
150,30.0,0.9697185754776001,0.2556183338165283
151,30.200000000000003,1.4075950384140015,0.009132875129580498
